S,tau,V
53.25,0.47,1.10403e-05
54,0.47,1.7905e-05
54.75,0.47,2.85986e-05
55.5,0.47,4.50101e-05
56.25,0.47,6.98361e-05
57,0.47,0.000106871
57.75,0.47,0.000161377
58.5,0.47,0.000240555
59.25,0.47,0.000354129
60,0.47,0.000515057
60.75,0.47,0.000740398
61.5,0.47,0.00105233
62.25,0.47,0.00147936
63,0.47,0.0020577
63.75,0.47,0.00283283
64.5,0.47,0.00386128
65.25,0.47,0.00521253
66,0.47,0.00697114
66.75,0.47,0.00923899
67.5,0.47,0.0121376
68.25,0.47,0.0158105
69,0.47,0.0204257
69.75,0.47,0.0261782
70.5,0.47,0.033292
71.25,0.47,0.0420223
72,0.47,0.0526574
72.75,0.47,0.0655203
73.5,0.47,0.0809698
74.25,0.47,0.0994013
75,0.47,0.121247
75.75,0.47,0.146975
76.5,0.47,0.17709
77.25,0.47,0.21213
78,0.47,0.252665
78.75,0.47,0.299295
79.5,0.47,0.352644
80.25,0.47,0.41336
81,0.47,0.482108
81.75,0.47,0.559565
82.5,0.47,0.646416
83.25,0.47,0.743347
84,0.47,0.851043
84.75,0.47,0.970176
85.5,0.47,1.1014
86.25,0.47,1.24536
87,0.47,1.40267
87.75,0.47,1.57389
88.5,0.47,1.75957
89.25,0.47,1.9602
90,0.47,2.17625
90.75,0.47,2.4081
91.5,0.47,2.65612
92.25,0.47,2.9206
93,0.47,3.20177
93.75,0.47,3.49981
94.5,0.47,3.81486
95.25,0.47,4.14696
96,0.47,4.49614
96.75,0.47,4.86234
97.5,0.47,5.24545
98.25,0.47,5.64533
99,0.47,6.06176
99.75,0.47,6.4945
100.5,0.47,6.94325
101.25,0.47,7.40767
102,0.47,7.88741
102.75,0.47,8.38204
103.5,0.47,8.89115
104.25,0.47,9.41428
105,0.47,9.95095
105.75,0.47,10.5007
106.5,0.47,11.063
107.25,0.47,11.6373
108,0.47,12.2231
108.75,0.47,12.8199
109.5,0.47,13.4272
110.25,0.47,14.0444
111,0.47,14.6711
111.75,0.47,15.3067
112.5,0.47,15.9508
113.25,0.47,16.6028
114,0.47,17.2623
114.75,0.47,17.9288
115.5,0.47,18.6019
116.25,0.47,19.2811
117,0.47,19.9661
117.75,0.47,20.6565
118.5,0.47,21.3518
119.25,0.47,22.0518
120,0.47,22.7561
120.75,0.47,23.4643
121.5,0.47,24.1763
122.25,0.47,24.8916
123,0.47,25.6101
123.75,0.47,26.3314
124.5,0.47,27.0554
125.25,0.47,27.7818
126,0.47,28.5104
126.75,0.47,29.2411
127.5,0.47,29.9736
128.25,0.47,30.7078
129,0.47,31.4436
129.75,0.47,32.1807
130.5,0.47,32.9192
131.25,0.47,33.6588
132,0.47,34.3994
132.75,0.47,35.1411
133.5,0.47,35.8835
134.25,0.47,36.6268
135,0.47,37.3707
135.75,0.47,38.1153
136.5,0.47,38.8604
137.25,0.47,39.6061
138,0.47,40.3522
138.75,0.47,41.0987
139.5,0.47,41.8456
140.25,0.47,42.5927
141,0.47,43.3402
141.75,0.47,44.088
142.5,0.47,44.8359
143.25,0.47,45.5841
144,0.47,46.3324
144.75,0.47,47.0808
145.5,0.47,47.8294
146.25,0.47,48.5781
147,0.47,49.3269
147.75,0.47,50.0758
148.5,0.47,50.8247
149.25,0.47,51.5736
150,0.47,52.3226
0,0.465,0
0.75,0.465,3.11314e-73
1.5,0.465,1.23347e-69
2.25,0.465,1.66646e-66
3,0.465,1.13085e-63
3.75,0.465,4.59118e-61
4.5,0.465,1.23456e-58
5.25,0.465,2.35098e-56
6,0.465,3.32517e-54
6.75,0.465,3.61985e-52
7.5,0.465,3.11844e-50
8.25,0.465,2.17383e-48
9,0.465,1.24879e-46
9.75,0.465,6.00309e-45
10.5,0.465,2.44643e-43
11.25,0.465,8.54743e-42
12,0.465,2.58545e-40
12.75,0.465,6.82947e-39
13.5,0.465,1.58754e-37
14.25,0.465,3.26996e-36
15,0.465,6.0055e-35
15.75,0.465,9.89031e-34
16.5,0.465,1.46818e-32
17.25,0.465,1.97395e-31
18,0.465,2.41435e-30
18.75,0.465,2.69748e-29
19.5,0.465,2.76363e-28
20.25,0.465,2.60571e-27
21,0.465,2.26864e-26
21.75,0.465,1.82973e-25
22.5,0.465,1.37118e-24
23.25,0.465,9.57497e-24
24,0.465,6.24731e-23
24.75,0.465,3.81844e-22
25.5,0.465,2.19175e-21
26.25,0.465,1.18421e-20
27,0.465,6.03649e-20
27.75,0.465,2.90933e-19
28.5,0.465,1.32849e-18
29.25,0.465,5.75888e-18
30,0.465,2.37447e-17
30.75,0.465,9.32906e-17
31.5,0.465,3.49879e-16
32.25,0.465,1.25471e-15
33,0.465,4.30943e-15
33.75,0.465,1.4198e-14
34.5,0.465,4.49391e-14
35.25,0.465,1.36848e-13
36,0.465,4.01488e-13
36.75,0.465,1.13635e-12
37.5,0.465,3.10684e-12
38.25,0.465,8.21543e-12
39,0.465,2.10361e-11
39.75,0.465,5.22185e-11
40.5,0.465,1.25802e-10
41.25,0.465,2.9445e-10
42,0.465,6.70264e-10
42.75,0.465,1.4853e-09
43.5,0.465,3.20722e-09
44.25,0.465,6.75436e-09
45,0.465,1.38854e-08
45.75,0.465,2.7888e-08
46.5,0.465,5.47662e-08
47.25,0.465,1.0524e-07
48,0.465,1.98036e-07
48.75,0.465,3.65188e-07
49.5,0.465,6.60388e-07
50.25,0.465,1.17187e-06
51,0.465,2.0419e-06
51.75,0.465,3.49568e-06
52.5,0.465,5.88339e-06
53.25,0.465,9.74024e-06
54,0.465,1.58707e-05
54.75,0.465,2.54644e-05
55.5,0.465,4.02537e-05
56.25,0.465,6.27224e-05
57,0.465,9.63804e-05
57.75,0.465,0.000146117
58.5,0.465,0.00021865
59.25,0.465,0.000323085
60,0.465,0.000471605
60.75,0.465,0.000680305
61.5,0.465,0.000970192
62.25,0.465,0.00136835
63,0.465,0.0019093
63.75,0.465,0.00263655
64.5,0.465,0.00360434
65.25,0.465,0.00487953
66,0.465,0.00654375
66.75,0.465,0.00869559
67.5,0.465,0.011453
68.25,0.465,0.0149556
69,0.465,0.0193674
69.75,0.465,0.0248789
70.5,0.465,0.0317098
71.25,0.465,0.0401107
72,0.465,0.0503655
72.75,0.465,0.0627929
73.5,0.465,0.0777475
74.25,0.465,0.095621
75,0.465,0.116842
75.75,0.465,0.141877
76.5,0.465,0.171227
77.25,0.465,0.205429
78,0.465,0.245054
78.75,0.465,0.2907
79.5,0.465,0.342995
80.25,0.465,0.402588
81,0.465,0.470147
81.75,0.465,0.546354
82.5,0.465,0.631899
83.25,0.465,0.727475
84,0.465,0.833773
84.75,0.465,0.951473
85.5,0.465,1.08124
86.25,0.465,1.22372
87,0.465,1.37954
87.75,0.465,1.54928
88.5,0.465,1.73348
89.25,0.465,1.93267
90,0.465,2.14729
90.75,0.465,2.37777
91.5,0.465,2.62445
92.25,0.465,2.88765
93,0.465,3.1676
93.75,0.465,3.4645
94.5,0.465,3.77848
95.25,0.465,4.1096
96,0.465,4.45787
96.75,0.465,4.82325
97.5,0.465,5.20564
98.25,0.465,5.60489
99,0.465,6.02078
99.75,0.465,6.45307
100.5,0.465,6.90146
101.25,0.465,7.36562
102,0.465,7.84517
102.75,0.465,8.3397
103.5,0.465,8.84879
104.25,0.465,9.37198
105,0.465,9.90877
105.75,0.465,10.4587
106.5,0.465,11.0212
107.25,0.465,11.5958
108,0.465,12.182
108.75,0.465,12.7792
109.5,0.465,13.3869
110.25,0.465,14.0047
111,0.465,14.6318
111.75,0.465,15.268
112.5,0.465,15.9125
113.25,0.465,16.5651
114,0.465,17.2251
114.75,0.465,17.8922
115.5,0.465,18.5659
116.25,0.465,19.2457
117,0.465,19.9312
117.75,0.465,20.6222
118.5,0.465,21.318
119.25,0.465,22.0186
120,0.465,22.7234
120.75,0.465,23.4321
121.5,0.465,24.1445
122.25,0.465,24.8603
123,0.465,25.5792
123.75,0.465,26.301
124.5,0.465,27.0254
125.25,0.465,27.7522
126,0.465,28.4812
126.75,0.465,29.2122
127.5,0.465,29.945
128.25,0.465,30.6796
129,0.465,31.4156
129.75,0.465,32.1531
130.5,0.465,32.8918
131.25,0.465,33.6316
132,0.465,34.3725
132.75,0.465,35.1143
133.5,0.465,35.857
134.25,0.465,36.6004
135,0.465,37.3445
135.75,0.465,38.0893
136.5,0.465,38.8345
137.25,0.465,39.5803
138,0.465,40.3266
138.75,0.465,41.0732
139.5,0.465,41.8202
140.25,0.465,42.5675
141,0.465,43.315
141.75,0.465,44.0629
142.5,0.465,44.8109
143.25,0.465,45.5591
144,0.465,46.3075
144.75,0.465,47.056
145.5,0.465,47.8047
146.25,0.465,48.5534
147,0.465,49.3023
147.75,0.465,50.0512
148.5,0.465,50.8002
149.25,0.465,51.5492
150,0.465,52.2982
0,0.46,0
0.75,0.46,1.26841e-73
1.5,0.46,5.09647e-70
2.25,0.46,6.98302e-67
3,0.46,4.80601e-64
3.75,0.46,1.97904e-61
4.5,0.46,5.39779e-59
5.25,0.46,1.04267e-56
6,0.46,1.49595e-54
6.75,0.46,1.65202e-52
7.5,0.46,1.44376e-50
8.25,0.46,1.02099e-48
9,0.46,5.95018e-47
9.75,0.46,2.90176e-45
10.5,0.46,1.19968e-43
11.25,0.46,4.25213e-42
12,0.46,1.30479e-40
12.75,0.46,3.4963e-39
13.5,0.46,8.24418e-38
14.25,0.46,1.72246e-36
15,0.46,3.20859e-35
15.75,0.46,5.35927e-34
16.5,0.46,8.06814e-33
17.25,0.46,1.1e-31
18,0.46,1.3642e-30
18.75,0.46,1.5453e-29
19.5,0.46,1.60495e-28
20.25,0.46,1.53384e-27
21,0.46,1.35344e-26
21.75,0.46,1.10615e-25
22.5,0.46,8.39875e-25
23.25,0.46,5.94127e-24
24,0.46,3.92632e-23
24.75,0.46,2.43026e-22
25.5,0.46,1.41239e-21
26.25,0.46,7.72517e-21
27,0.46,3.98559e-20
27.75,0.46,1.94377e-19
28.5,0.46,8.97975e-19
29.25,0.46,3.9374e-18
30,0.46,1.64176e-17
30.75,0.46,6.52164e-17
31.5,0.46,2.4724e-16
32.25,0.46,8.9604e-16
33,0.46,3.10951e-15
33.75,0.46,1.03488e-14
34.5,0.46,3.30809e-14
35.25,0.46,1.01714e-13
36,0.46,3.0124e-13
36.75,0.46,8.60498e-13
37.5,0.46,2.37386e-12
38.25,0.46,6.33242e-12
39,0.46,1.63535e-11
39.75,0.46,4.09337e-11
40.5,0.46,9.94165e-11
41.25,0.46,2.34535e-10
42,0.46,5.3799e-10
42.75,0.46,1.20111e-09
43.5,0.46,2.61247e-09
44.25,0.46,5.54077e-09
45,0.46,1.14689e-08
45.75,0.46,2.31887e-08
46.5,0.46,4.58333e-08
47.25,0.46,8.86294e-08
48,0.46,1.678e-07
48.75,0.46,3.1127e-07
49.5,0.46,5.66128e-07
50.25,0.46,1.01022e-06
51,0.46,1.76978e-06
51.75,0.46,3.04574e-06
52.5,0.46,5.15223e-06
53.25,0.46,8.57189e-06
54,0.46,1.40338e-05
54.75,0.46,2.26216e-05
55.5,0.46,3.59203e-05
56.25,0.46,5.62135e-05
57,0.46,8.67423e-05
57.75,0.46,0.000132041
58.5,0.46,0.000198366
59.25,0.46,0.00029423
60,0.46,0.000431071
60.75,0.46,0.000624053
61.5,0.46,0.000893041
62.25,0.46,0.00126374
63,0.46,0.00176902
63.75,0.46,0.00245045
64.5,0.46,0.00336002
65.25,0.46,0.004562
66,0.46,0.0061351
66.75,0.46,0.00817465
67.5,0.46,0.010795
68.25,0.46,0.014132
69,0.46,0.0183454
69.75,0.46,0.0236214
70.5,0.46,0.0301752
71.25,0.46,0.0382528
72,0.46,0.0481336
72.75,0.46,0.0601318
73.5,0.46,0.0745979
74.25,0.46,0.0919195
75,0.46,0.112522
75.75,0.46,0.136868
76.5,0.46,0.165458
77.25,0.46,0.198827
78,0.46,0.237545
78.75,0.46,0.28221
79.5,0.46,0.333451
80.25,0.46,0.39192
81,0.46,0.458288
81.75,0.46,0.533242
82.5,0.46,0.617476
83.25,0.46,0.71169
84,0.46,0.816582
84.75,0.46,0.93284
85.5,0.46,1.06114
86.25,0.46,1.20213
87,0.46,1.35645
87.75,0.46,1.52469
88.5,0.46,1.70741
89.25,0.46,1.90513
90,0.46,2.11832
90.75,0.46,2.34739
91.5,0.46,2.59273
92.25,0.46,2.85463
93,0.46,3.13335
93.75,0.46,3.4291
94.5,0.46,3.74199
95.25,0.46,4.07211
96,0.46,4.41947
96.75,0.46,4.78403
97.5,0.46,5.16569
98.25,0.46,5.56429
99,0.46,5.97964
99.75,0.46,6.41148
100.5,0.46,6.85951
101.25,0.46,7.3234
102,0.46,7.80277
102.75,0.46,8.29721
103.5,0.46,8.80628
104.25,0.46,9.32952
105,0.46,9.86645
105.75,0.46,10.4166
106.5,0.46,10.9793
107.25,0.46,11.5543
108,0.46,12.1408
108.75,0.46,12.7384
109.5,0.46,13.3466
110.25,0.46,13.9648
111,0.46,14.5925
111.75,0.46,15.2291
112.5,0.46,15.8743
113.25,0.46,16.5274
114,0.46,17.188
114.75,0.46,17.8556
115.5,0.46,18.5298
116.25,0.46,19.2102
117,0.46,19.8964
117.75,0.46,20.5878
118.5,0.46,21.2843
119.25,0.46,21.9853
120,0.46,22.6906
120.75,0.46,23.3999
121.5,0.46,24.1128
122.25,0.46,24.8291
123,0.46,25.5484
123.75,0.46,26.2706
124.5,0.46,26.9954
125.25,0.46,27.7226
126,0.46,28.452
126.75,0.46,29.1833
127.5,0.46,29.9165
128.25,0.46,30.6514
129,0.46,31.3877
129.75,0.46,32.1254
130.5,0.46,32.8644
131.25,0.46,33.6045
132,0.46,34.3456
132.75,0.46,35.0876
133.5,0.46,35.8305
134.25,0.46,36.5741
135,0.46,37.3184
135.75,0.46,38.0633
136.5,0.46,38.8087
137.25,0.46,39.5546
138,0.46,40.301
138.75,0.46,41.0477
139.5,0.46,41.7948
140.25,0.46,42.5422
141,0.46,43.2899
141.75,0.46,44.0378
142.5,0.46,44.7859
143.25,0.46,45.5342
144,0.46,46.2826
144.75,0.46,47.0312
145.5,0.46,47.7799
146.25,0.46,48.5288
147,0.46,49.2777
147.75,0.46,50.0266
148.5,0.46,50.7756
149.25,0.46,51.5247
150,0.46,52.2738
0,0.455,0
0.75,0.455,5.10256e-74
1.5,0.455,2.07939e-70
2.25,0.455,2.88985e-67
3,0.455,2.01747e-64
3.75,0.455,8.42733e-62
4.5,0.455,2.33176e-59
5.25,0.455,4.56947e-57
6,0.455,6.65128e-55
6.75,0.455,7.4522e-53
7.5,0.455,6.60779e-51
8.25,0.455,4.74115e-49
9,0.455,2.80349e-47
9.75,0.455,1.3872e-45
10.5,0.455,5.81898e-44
11.25,0.455,2.09263e-42
12,0.455,6.51506e-41
12.75,0.455,1.77121e-39
13.5,0.455,4.23717e-38
14.25,0.455,8.98097e-37
15,0.455,1.69712e-35
15.75,0.455,2.87541e-34
16.5,0.455,4.39068e-33
17.25,0.455,6.07125e-32
18,0.455,7.63575e-31
18.75,0.455,8.77064e-30
19.5,0.455,9.23581e-29
20.25,0.455,8.94826e-28
21,0.455,8.00353e-27
21.75,0.455,6.62953e-26
22.5,0.455,5.10087e-25
23.25,0.455,3.65597e-24
24,0.455,2.44754e-23
24.75,0.455,1.53442e-22
25.5,0.455,9.03051e-22
26.25,0.455,5.00095e-21
27,0.455,2.6118e-20
27.75,0.455,1.28917e-19
28.5,0.455,6.02635e-19
29.25,0.455,2.67322e-18
30,0.455,1.1274e-17
30.75,0.455,4.52871e-17
31.5,0.455,1.73576e-16
32.25,0.455,6.35849e-16
33,0.455,2.22985e-15
33.75,0.455,7.49781e-15
34.5,0.455,2.42093e-14
35.25,0.455,7.5171e-14
36,0.455,2.24773e-13
36.75,0.455,6.48105e-13
37.5,0.455,1.80434e-12
38.25,0.455,4.85624e-12
39,0.455,1.26507e-11
39.75,0.455,3.19343e-11
40.5,0.455,7.82016e-11
41.25,0.455,1.85973e-10
42,0.455,4.29942e-10
42.75,0.455,9.67211e-10
43.5,0.455,2.11933e-09
44.25,0.455,4.52732e-09
45,0.455,9.43688e-09
45.75,0.455,1.92101e-08
46.5,0.455,3.82209e-08
47.25,0.455,7.4384e-08
48,0.455,1.41708e-07
48.75,0.455,2.64462e-07
49.5,0.455,4.83822e-07
50.25,0.455,8.68271e-07
51,0.455,1.52951e-06
51.75,0.455,2.64636e-06
52.5,0.455,4.49991e-06
53.25,0.455,7.52434e-06
54,0.455,1.23789e-05
54.75,0.455,2.00483e-05
55.5,0.455,3.19802e-05
56.25,0.455,5.02695e-05
57,0.455,7.79034e-05
57.75,0.455,0.00011908
58.5,0.455,0.000179614
59.25,0.455,0.000267453
60,0.455,0.000393317
60.75,0.455,0.000571472
61.5,0.455,0.000820678
62.25,0.455,0.00116529
63,0.455,0.00163659
63.75,0.455,0.00227422
64.5,0.455,0.00312795
65.25,0.455,0.00425953
66,0.455,0.00574475
66.75,0.455,0.00767573
67.5,0.455,0.0101632
68.25,0.455,0.0133392
69,0.455,0.0173593
69.75,0.455,0.0224054
70.5,0.455,0.0286879
71.25,0.455,0.0364484
72,0.455,0.0459616
72.75,0.455,0.0575371
73.5,0.455,0.0715211
74.25,0.455,0.0882971
75,0.455,0.108287
75.75,0.455,0.131951
76.5,0.455,0.159786
77.25,0.455,0.192325
78,0.455,0.230138
78.75,0.455,0.273824
79.5,0.455,0.324013
80.25,0.455,0.381358
81,0.455,0.446533
81.75,0.455,0.52023
82.5,0.455,0.603149
83.25,0.455,0.695995
84,0.455,0.799473
84.75,0.455,0.91428
85.5,0.455,1.0411
86.25,0.455,1.18059
87,0.455,1.3334
87.75,0.455,1.50013
88.5,0.455,1.68135
89.25,0.455,1.87759
90,0.455,2.08932
90.75,0.455,2.31698
91.5,0.455,2.56095
92.25,0.455,2.82155
93,0.455,3.09903
93.75,0.455,3.3936
94.5,0.455,3.7054
95.25,0.455,4.0345
96,0.455,4.38094
96.75,0.455,4.74467
97.5,0.455,5.12559
98.25,0.455,5.52355
99,0.455,5.93834
99.75,0.455,6.36973
100.5,0.455,6.8174
101.25,0.455,7.28102
102,0.455,7.76021
102.75,0.455,8.25455
103.5,0.455,8.76361
104.25,0.455,9.28691
105,0.455,9.82398
105.75,0.455,10.3743
106.5,0.455,10.9373
107.25,0.455,11.5126
108,0.455,12.0995
108.75,0.455,12.6975
109.5,0.455,13.3061
110.25,0.455,13.9248
111,0.455,14.553
111.75,0.455,15.1902
112.5,0.455,15.8359
113.25,0.455,16.4896
114,0.455,17.1508
114.75,0.455,17.819
115.5,0.455,18.4938
116.25,0.455,19.1748
117,0.455,19.8615
117.75,0.455,20.5535
118.5,0.455,21.2505
119.25,0.455,21.9521
120,0.455,22.6579
120.75,0.455,23.3677
121.5,0.455,24.0811
122.25,0.455,24.7978
123,0.455,25.5176
123.75,0.455,26.2402
124.5,0.455,26.9655
125.25,0.455,27.693
126,0.455,28.4228
126.75,0.455,29.1545
127.5,0.455,29.888
128.25,0.455,30.6232
129,0.455,31.3598
129.75,0.455,32.0978
130.5,0.455,32.837
131.25,0.455,33.5774
132,0.455,34.3187
132.75,0.455,35.061
133.5,0.455,35.804
134.25,0.455,36.5478
135,0.455,37.2923
135.75,0.455,38.0373
136.5,0.455,38.7829
137.25,0.455,39.5289
138,0.455,40.2754
138.75,0.455,41.0223
139.5,0.455,41.7694
140.25,0.455,42.5169
141,0.455,43.2647
141.75,0.455,44.0127
142.5,0.455,44.7609
143.25,0.455,45.5092
144,0.455,46.2578
144.75,0.455,47.0064
145.5,0.455,47.7552
146.25,0.455,48.5041
147,0.455,49.253
147.75,0.455,50.002
148.5,0.455,50.7511
149.25,0.455,51.5002
150,0.455,52.2493
0,0.45,0
0.75,0.45,2.02604e-74
1.5,0.45,8.37521e-71
2.25,0.45,1.18076e-67
3,0.45,8.36262e-65
3.75,0.45,3.54405e-62
4.5,0.45,9.94919e-60
5.25,0.45,1.97826e-57
6,0.45,2.9218e-55
6.75,0.45,3.3218e-53
7.5,0.45,2.98882e-51
8.25,0.45,2.17616e-49
9,0.45,1.30579e-47
9.75,0.45,6.55668e-46
10.5,0.45,2.79102e-44
11.25,0.45,1.01853e-42
12,0.45,3.2178e-41
12.75,0.45,8.8768e-40
13.5,0.45,2.15474e-38
14.25,0.45,4.63399e-37
15,0.45,8.88451e-36
15.75,0.45,1.52716e-34
16.5,0.45,2.36563e-33
17.25,0.45,3.31809e-32
18,0.45,4.23271e-31
18.75,0.45,4.93072e-30
19.5,0.45,5.26526e-29
20.25,0.45,5.17244e-28
21,0.45,4.69025e-27
21.75,0.45,3.93816e-26
22.5,0.45,3.07106e-25
23.25,0.45,2.23054e-24
24,0.45,1.51297e-23
24.75,0.45,9.6087e-23
25.5,0.45,5.72761e-22
26.25,0.45,3.21199e-21
27,0.45,1.69839e-20
27.75,0.45,8.48586e-20
28.5,0.45,4.01459e-19
29.25,0.45,1.8019e-18
30,0.45,7.6876e-18
30.75,0.45,3.12327e-17
31.5,0.45,1.21046e-16
32.25,0.45,4.48274e-16
33,0.45,1.5889e-15
33.75,0.45,5.39867e-15
34.5,0.45,1.76103e-14
35.25,0.45,5.52292e-14
36,0.45,1.66761e-13
36.75,0.45,4.85435e-13
37.5,0.45,1.36407e-12
38.25,0.45,3.70473e-12
39,0.45,9.73661e-12
39.75,0.45,2.4791e-11
40.5,0.45,6.12205e-11
41.25,0.45,1.46785e-10
42,0.45,3.42055e-10
42.75,0.45,7.75481e-10
43.5,0.45,1.71207e-09
44.25,0.45,3.6842e-09
45,0.45,7.73436e-09
45.75,0.45,1.58538e-08
46.5,0.45,3.17558e-08
47.25,0.45,6.2207e-08
48,0.45,1.19264e-07
48.75,0.45,2.2395e-07
49.5,0.45,4.12164e-07
50.25,0.45,7.43975e-07
51,0.45,1.31795e-06
51.75,0.45,2.2928e-06
52.5,0.45,3.91939e-06
53.25,0.45,6.58733e-06
54,0.45,1.08914e-05
54.75,0.45,1.77243e-05
55.5,0.45,2.84052e-05
56.25,0.45,4.48523e-05
57,0.45,6.98132e-05
57.75,0.45,0.000107166
58.5,0.45,0.000162308
59.25,0.45,0.000242646
60,0.45,0.000358208
60.75,0.45,0.000522398
61.5,0.45,0.000752903
62.25,0.45,0.00107278
63,0.45,0.00151172
63.75,0.45,0.00210753
64.5,0.45,0.00290779
65.25,0.45,0.00397173
66,0.45,0.00537228
66.75,0.45,0.00719836
67.5,0.45,0.00955718
68.25,0.45,0.0125768
69,0.45,0.0164087
69.75,0.45,0.0212303
70.5,0.45,0.0272475
71.25,0.45,0.0346971
72,0.45,0.0438491
72.75,0.45,0.0550085
73.5,0.45,0.068517
74.25,0.45,0.0847539
75,0.45,0.104137
75.75,0.45,0.127124
76.5,0.45,0.154209
77.25,0.45,0.185924
78,0.45,0.222836
78.75,0.45,0.265545
79.5,0.45,0.314682
80.25,0.45,0.370903
81,0.45,0.434884
81.75,0.45,0.507321
82.5,0.45,0.58892
83.25,0.45,0.680392
84,0.45,0.782449
84.75,0.45,0.895795
85.5,0.45,1.02112
86.25,0.45,1.15911
87,0.45,1.31039
87.75,0.45,1.4756
88.5,0.45,1.6553
89.25,0.45,1.85004
90,0.45,2.0603
90.75,0.45,2.28654
91.5,0.45,2.52913
92.25,0.45,2.7884
93,0.45,3.06462
93.75,0.45,3.358
94.5,0.45,3.66869
95.25,0.45,3.99678
96,0.45,4.34228
96.75,0.45,4.70516
97.5,0.45,5.08533
98.25,0.45,5.48264
99,0.45,5.89689
99.75,0.45,6.32781
100.5,0.45,6.77512
101.25,0.45,7.23847
102,0.45,7.71748
102.75,0.45,8.21173
103.5,0.45,8.72078
104.25,0.45,9.24415
105,0.45,9.78136
105.75,0.45,10.3319
106.5,0.45,10.8952
107.25,0.45,11.4708
108,0.45,12.0581
108.75,0.45,12.6565
109.5,0.45,13.2656
110.25,0.45,13.8848
111,0.45,14.5135
111.75,0.45,15.1512
112.5,0.45,15.7975
113.25,0.45,16.4517
114,0.45,17.1135
114.75,0.45,17.7823
115.5,0.45,18.4577
116.25,0.45,19.1393
117,0.45,19.8265
117.75,0.45,20.5191
118.5,0.45,21.2167
119.25,0.45,21.9188
120,0.45,22.6252
120.75,0.45,23.3355
121.5,0.45,24.0494
122.25,0.45,24.7666
123,0.45,25.4869
123.75,0.45,26.2099
124.5,0.45,26.9355
125.25,0.45,27.6635
126,0.45,28.3936
126.75,0.45,29.1257
127.5,0.45,29.8596
128.25,0.45,30.595
129,0.45,31.332
129.75,0.45,32.0703
130.5,0.45,32.8097
131.25,0.45,33.5503
132,0.45,34.2919
132.75,0.45,35.0343
133.5,0.45,35.7776
134.25,0.45,36.5215
135,0.45,37.2662
135.75,0.45,38.0114
136.5,0.45,38.7571
137.25,0.45,39.5033
138,0.45,40.2499
138.75,0.45,40.9968
139.5,0.45,41.7441
140.25,0.45,42.4917
141,0.45,43.2395
141.75,0.45,43.9876
142.5,0.45,44.7359
143.25,0.45,45.4843
144,0.45,46.2329
144.75,0.45,46.9816
145.5,0.45,47.7305
146.25,0.45,48.4794
147,0.45,49.2284
147.75,0.45,49.9775
148.5,0.45,50.7266
149.25,0.45,51.4757
150,0.45,52.2249
0,0.445,0
0.75,0.445,7.93781e-75
1.5,0.445,3.32897e-71
2.25,0.445,4.7617e-68
3,0.445,3.42181e-65
3.75,0.445,1.47146e-62
4.5,0.445,4.19173e-60
5.25,0.445,8.45793e-58
6,0.445,1.26772e-55
6.75,0.445,1.46269e-53
7.5,0.445,1.33567e-51
8.25,0.445,9.86995e-50
9,0.445,6.01077e-48
9.75,0.445,3.06321e-46
10.5,0.445,1.3234e-44
11.25,0.445,4.90153e-43
12,0.445,1.57159e-41
12.75,0.445,4.39998e-40
13.5,0.445,1.08389e-38
14.25,0.445,2.36552e-37
15,0.445,4.60217e-36
15.75,0.445,8.0268e-35
16.5,0.445,1.26155e-33
17.25,0.445,1.7952e-32
18,0.445,2.3231e-31
18.75,0.445,2.74501e-30
19.5,0.445,2.97295e-29
20.25,0.445,2.96175e-28
21,0.445,2.72318e-27
21.75,0.445,2.31816e-26
22.5,0.445,1.8325e-25
23.25,0.445,1.34897e-24
24,0.445,9.27239e-24
24.75,0.445,5.96648e-23
25.5,0.445,3.60282e-22
26.25,0.445,2.04634e-21
27,0.445,1.0957e-20
27.75,0.445,5.54261e-20
28.5,0.445,2.65421e-19
29.25,0.445,1.20562e-18
30,0.445,5.20429e-18
30.75,0.445,2.13883e-17
31.5,0.445,8.38336e-17
32.25,0.445,3.13917e-16
33,0.445,1.12479e-15
33.75,0.445,3.8625e-15
34.5,0.445,1.27308e-14
35.25,0.445,4.03331e-14
36,0.445,1.22997e-13
36.75,0.445,3.61522e-13
37.5,0.445,1.02553e-12
38.25,0.445,2.81107e-12
39,0.445,7.4547e-12
39.75,0.445,1.91481e-11
40.5,0.445,4.76913e-11
41.25,0.445,1.15303e-10
42,0.445,2.70878e-10
42.75,0.445,6.18978e-10
43.5,0.445,1.37708e-09
44.25,0.445,2.98555e-09
45,0.445,6.31332e-09
45.75,0.445,1.30326e-08
46.5,0.445,2.62845e-08
47.25,0.445,5.18333e-08
48,0.445,1.00021e-07
48.75,0.445,1.88999e-07
49.5,0.445,3.49966e-07
50.25,0.445,6.35453e-07
51,0.445,1.13219e-06
51.75,0.445,1.98062e-06
52.5,0.445,3.40407e-06
53.25,0.445,5.75126e-06
54,0.445,9.55739e-06
54.75,0.445,1.56301e-05
55.5,0.445,2.51687e-05
56.25,0.445,3.99255e-05
57,0.445,6.24229e-05
57.75,0.445,9.62373e-05
58.5,0.445,0.000146368
59.25,0.445,0.000219704
60,0.445,0.000325614
60.75,0.445,0.000476668
61.5,0.445,0.00068952
62.25,0.445,0.000985958
63,0.445,0.00139415
63.75,0.445,0.00195007
64.5,0.445,0.00269917
